Dealer,State,SaleDate,Make,Model,Year,Mileage,SalePrice,CostPrice,Profit,PaymentType,CustomerType,DaysOnLot,CarType
Dallas Toyota,TX,2022-11-12,Toyota,Highlander,2018,49014,21735,17408,4327,Lease,New,53,SUV
Queens Toyota,NY,2020-09-05,Toyota,Prius,2017,15218,25071,20068,5002,Cash,New,27,Hatchback
Dallas Toyota,TX,2023-09-21,Toyota,Tundra,2010,61090,18812,16938,1873,Loan,New,65,Truck
San Diego Toyota,CA,2020-09-16,Toyota,Prius,2015,40645,23511,19472,4038,Loan,Returning,59,Hatchback
Toyota of Los Angeles,CA,2024-02-16,Toyota,Highlander,2017,40375,29616,27984,1632,Lease,Returning,56,SUV
Queens Toyota,NY,2024-03-24,Toyota,Camry,2015,57531,22295,18751,3544,Loan,New,28,Sedan
Toyota of Houston,TX,2016-08-22,Toyota,Tacoma,2018,38393,28961,24781,4180,Loan,New,48,Truck
Toyota of Houston,TX,2024-10-08,Toyota,Corolla,2022,63860,25397,22518,2879,Loan,Returning,35,Sedan
Toyota of Manhattan,NY,2024-10-02,Toyota,Tacoma,2021,28097,31690,27076,4614,Loan,New,49,Truck
Brooklyn Toyota,NY,2022-12-01,Toyota,Tundra,2022,50860,34409,28192,6216,Loan,New,43,Truck
Brooklyn Toyota,NY,2019-02-05,Toyota,Camry,2023,66533,24307,19917,4390,Cash,New,56,Sedan
Bay Area Toyota,CA,2017-04-01,Toyota,Camry,2022,18039,28376,26640,1736,Loan,New,52,Sedan
Queens Toyota,NY,2020-10-16,Toyota,Camry,2020,36657,22951,19593,3357,Loan,Returning,39,Sedan
San Diego Toyota,CA,2017-04-25,Toyota,Tundra,2012,86925,18837,16106,2730,Loan,Returning,26,Truck
San Diego Toyota,CA,2020-12-03,Toyota,Tacoma,2015,49511,21050,19525,1525,Cash,New,37,Truck
Brooklyn Toyota,NY,2019-12-12,Toyota,Tacoma,2015,47988,28430,23021,5409,Loan,New,25,Truck
Toyota of Manhattan,NY,2024-11-11,Toyota,Tundra,2010,84734,15093,13425,1667,Cash,Returning,24,Truck
Toyota of Manhattan,NY,2022-11-08,Toyota,Highlander,2023,55718,23433,22076,1356,Loan,Returning,75,SUV
Queens Toyota,NY,2019-11-15,Toyota,Tundra,2023,36476,30639,24898,5740,Lease,New,47,Truck
Toyota of Manhattan,NY,2023-05-26,Toyota,Tundra,2017,78641,18415,15097,3318,Loan,Returning,33,Truck
Toyota of Los Angeles,CA,2016-04-23,Toyota,Rav4,2022,37709,37610,33099,4510,Cash,New,33,SUV
Queens Toyota,NY,2024-11-26,Toyota,Camry,2011,114344,13866,11568,2298,Cash,New,41,Sedan
Brooklyn Toyota,NY,2018-03-12,Toyota,Rav4,2021,52911,24152,22339,1813,Loan,New,27,SUV
Toyota of Houston,TX,2016-03-25,Toyota,Highlander,2015,57798,21771,19009,2761,Loan,New,29,SUV
Dallas Toyota,TX,2016-07-20,Toyota,Highlander,2022,57346,27539,25284,2255,Loan,New,34,SUV
Toyota of Los Angeles,CA,2021-03-02,Toyota,Rav4,2013,73985,17870,16409,1461,Loan,New,80,SUV
Dallas Toyota,TX,2023-08-22,Toyota,Corolla,2016,52602,25363,22362,3000,Cash,New,43,Sedan
Austin Toyota,TX,2019-03-18,Toyota,Rav4,2013,45097,21220,19696,1524,Lease,New,48,SUV
Austin Toyota,TX,2017-12-16,Toyota,Tundra,2024,23097,30426,27478,2948,Cash,New,30,Truck
Dallas Toyota,TX,2021-02-15,Toyota,Tundra,2011,73565,25059,23648,1410,Cash,New,21,Truck
Toyota of Houston,TX,2016-11-07,Toyota,Rav4,2012,46577,18957,17062,1895,Cash,Returning,23,SUV
Dallas Toyota,TX,2020-08-20,Toyota,Highlander,2019,38445,14605,12321,2284,Loan,Returning,60,SUV
Queens Toyota,NY,2017-07-21,Toyota,Rav4,2019,38201,26896,21881,5014,Loan,Returning,41,SUV
San Diego Toyota,CA,2022-11-01,Toyota,Corolla,2010,82929,12452,10581,1870,Loan,Returning,38,Sedan
Toyota of Manhattan,NY,2024-11-24,Toyota,Rav4,2017,31849,25039,22951,2087,Loan,New,39,SUV
Toyota of Los Angeles,CA,2016-05-25,Toyota,Camry,2019,39322,28182,22836,5345,Loan,Returning,53,Sedan
Toyota of Manhattan,NY,2021-03-21,Toyota,Tacoma,2016,57450,28457,24559,3898,Loan,New,46,Truck
San Diego Toyota,CA,2017-12-04,Toyota,Tundra,2016,36212,30898,24930,5968,Loan,New,33,Truck
Toyota of Houston,TX,2024-04-27,Toyota,Highlander,2018,90864,17767,16016,1750,Loan,New,37,SUV
Dallas Toyota,TX,2024-04-21,Toyota,Prius,2022,37132,36957,33540,3416,Cash,Returning,29,Hatchback
Dallas Toyota,TX,2017-05-12,Toyota,Rav4,2015,58900,27682,23196,4485,Loan,Returning,40,SUV
Dallas Toyota,TX,2024-12-16,Toyota,Corolla,2016,88792,19241,17225,2016,Cash,Returning,9,Sedan
Toyota of Manhattan,NY,2017-07-05,Toyota,Tacoma,2010,92733,14071,11963,2107,Loan,New,30,Truck
Dallas Toyota,TX,2019-06-05,Toyota,Camry,2014,68139,20756,17046,3709,Loan,Returning,42,Sedan
Toyota of Manhattan,NY,2019-01-07,Toyota,Corolla,2014,70723,22625,18185,4439,Cash,New,15,Sedan
Toyota of Los Angeles,CA,2020-05-12,Toyota,Camry,2013,56685,19557,17213,2344,Loan,New,36,Sedan
Austin Toyota,TX,2019-12-18,Toyota,Tacoma,2012,87872,19670,17681,1989,Cash,New,50,Truck
Brooklyn Toyota,NY,2019-04-09,Toyota,Tacoma,2014,80047,17663,14241,3422,Lease,Returning,18,Truck
Bay Area Toyota,CA,2018-01-22,Toyota,Corolla,2011,36931,19359,16613,2746,Loan,Returning,57,Sedan
Toyota of Manhattan,NY,2017-04-13,Toyota,Rav4,2016,38913,23452,20918,2533,Lease,Returning,58,SUV
Toyota of Los Angeles,CA,2021-07-02,Toyota,Corolla,2022,18068,35300,31582,3718,Loan,Returning,50,Sedan
Brooklyn Toyota,NY,2022-10-11,Toyota,Highlander,2015,41656,16968,15422,1545,Loan,Returning,30,SUV
Toyota of Houston,TX,2017-01-23,Toyota,Rav4,2013,104121,17946,15541,2404,Loan,Returning,75,SUV
Queens Toyota,NY,2015-07-02,Toyota,Camry,2023,40820,28887,26359,2527,Loan,Returning,12,Sedan
Bay Area Toyota,CA,2021-05-05,Toyota,Camry,2020,60402,29640,26134,3505,Loan,New,67,Sedan
Toyota of Manhattan,NY,2021-10-24,Toyota,Tacoma,2015,64346,22047,20311,1735,Loan,Returning,51,Truck
San Diego Toyota,CA,2019-09-20,Toyota,Highlander,2010,62510,13426,12419,1007,Loan,New,54,SUV
Austin Toyota,TX,2017-02-11,Toyota,Tundra,2020,80872,27109,22484,4624,Lease,Returning,29,Truck
Toyota of Manhattan,NY,2020-03-27,Toyota,Rav4,2017,70461,27152,24423,2728,Lease,New,35,SUV
Brooklyn Toyota,NY,2024-04-26,Toyota,Camry,2018,43235,27434,24663,2770,Loan,New,33,Sedan
Brooklyn Toyota,NY,2024-03-08,Toyota,Tundra,2014,41572,27217,23393,3823,Loan,New,53,Truck
Queens Toyota,NY,2023-05-25,Toyota,Prius,2020,31964,36590,31686,4904,Loan,New,50,Hatchback
Brooklyn Toyota,NY,2023-03-10,Toyota,Prius,2013,96598,27169,25514,1654,Loan,New,50,Hatchback
San Diego Toyota,CA,2015-01-16,Toyota,Tundra,2018,45513,24914,23272,1641,Loan,New,49,Truck
Toyota of Houston,TX,2019-08-01,Toyota,Tundra,2022,47678,26166,21369,4796,Lease,New,39,Truck
San Diego Toyota,CA,2016-08-18,Toyota,Highlander,2017,56969,25276,24009,1266,Loan,New,3,SUV
Queens Toyota,NY,2022-06-15,Toyota,Prius,2020,29482,27589,24437,3151,Loan,New,39,Hatchback
Dallas Toyota,TX,2021-01-25,Toyota,Camry,2015,83590,15546,14585,960,Loan,New,35,Sedan
Dallas Toyota,TX,2021-06-12,Toyota,Rav4,2012,79784,23380,19823,3556,Loan,New,24,SUV
Dallas Toyota,TX,2019-02-22,Toyota,Highlander,2023,47001,27666,26251,1414,Lease,Returning,66,SUV
Bay Area Toyota,CA,2015-09-26,Toyota,Tacoma,2023,50724,28536,25463,3072,Cash,Returning,41,Truck
Bay Area Toyota,CA,2016-09-02,Toyota,Corolla,2024,52450,35990,33502,2487,Loan,New,57,Sedan
Bay Area Toyota,CA,2016-04-13,Toyota,Tundra,2020,81465,21418,18508,2909,Cash,New,45,Truck
Bay Area Toyota,CA,2020-02-13,Toyota,Rav4,2012,46474,13516,12050,1465,Loan,New,30,SUV
Toyota of Manhattan,NY,2022-03-07,Toyota,Prius,2024,15179,32710,30484,2226,Loan,New,48,Hatchback
San Diego Toyota,CA,2020-06-06,Toyota,Tundra,2012,72703,21933,19704,2228,Lease,Returning,21,Truck
Toyota of Los Angeles,CA,2020-04-05,Toyota,Rav4,2010,71174,15326,12889,2436,Loan,New,42,SUV
Queens Toyota,NY,2016-10-04,Toyota,Tundra,2015,48812,24367,20434,3933,Loan,New,30,Truck
San Diego Toyota,CA,2022-11-22,Toyota,Highlander,2015,60561,27850,25166,2683,Cash,Returning,55,SUV
Toyota of Manhattan,NY,2016-09-24,Toyota,Corolla,2012,89969,10914,9264,1649,Cash,New,13,Sedan
Dallas Toyota,TX,2021-04-01,Toyota,Camry,2021,55254,27402,23229,4172,Lease,New,40,Sedan
San Diego Toyota,CA,2016-09-02,Toyota,Corolla,2022,16346,35314,32295,3018,Loan,New,42,Sedan
San Diego Toyota,CA,2021-11-04,Toyota,Corolla,2015,80901,23072,21240,1831,Loan,Returning,36,Sedan
Toyota of Manhattan,NY,2022-12-01,Toyota,Rav4,2022,61268,30731,28039,2691,Loan,New,37,SUV
Toyota of Los Angeles,CA,2024-01-24,Toyota,Camry,2018,85436,20157,17068,3089,Lease,Returning,46,Sedan
Toyota of Manhattan,NY,2018-11-20,Toyota,Tacoma,2017,36620,21574,19049,2525,Cash,New,40,Truck
Austin Toyota,TX,2024-07-22,Toyota,Tundra,2019,53141,26883,24580,2303,Loan,New,30,Truck
Toyota of Los Angeles,CA,2016-12-13,Toyota,Corolla,2024,48958,31487,28992,2494,Loan,Returning,69,Sedan
Brooklyn Toyota,NY,2018-11-21,Toyota,Rav4,2022,48639,30932,25059,5872,Loan,New,39,SUV
Dallas Toyota,TX,2017-03-03,Toyota,Corolla,2023,35746,29992,26539,3452,Loan,Returning,22,Sedan
San Diego Toyota,CA,2024-03-06,Toyota,Prius,2020,48471,25082,20560,4521,Lease,Returning,28,Hatchback
Dallas Toyota,TX,2023-03-15,Toyota,Highlander,2014,53614,21048,17910,3137,Loan,New,57,SUV
Austin Toyota,TX,2022-04-27,Toyota,Camry,2021,43523,31820,30120,1699,Lease,New,33,Sedan
San Diego Toyota,CA,2019-04-06,Toyota,Corolla,2017,97532,29175,24711,4463,Loan,New,42,Sedan
Brooklyn Toyota,NY,2022-08-21,Toyota,Rav4,2011,83422,13205,12171,1033,Cash,Returning,53,SUV
Toyota of Los Angeles,CA,2020-01-14,Toyota,Camry,2013,76990,24466,20587,3879,Loan,New,30,Sedan
Queens Toyota,NY,2023-09-15,Toyota,Highlander,2018,67341,17189,15954,1235,Cash,Returning,66,SUV
Queens Toyota,NY,2017-07-09,Toyota,Corolla,2022,25065,29802,26324,3477,Lease,New,28,Sedan
Queens Toyota,NY,2022-05-03,Toyota,Tacoma,2012,81424,20892,18753,2138,Loan,New,42,Truck
Toyota of Manhattan,NY,2016-02-09,Toyota,Camry,2011,45939,15363,13006,2357,Loan,New,45,Sedan
Toyota of Houston,TX,2020-01-14,Toyota,Prius,2021,40247,35455,32789,2666,Loan,New,48,Hatchback
Toyota of Houston,TX,2024-10-04,Toyota,Corolla,2023,2324,30609,25939,4670,Loan,New,55,Sedan
Bay Area Toyota,CA,2018-08-25,Toyota,Tundra,2014,55904,25374,21369,4004,Loan,Returning,66,Truck
Toyota of Manhattan,NY,2022-05-27,Toyota,Tundra,2010,74557,15884,14283,1601,Loan,New,49,Truck
Toyota of Manhattan,NY,2017-11-08,Toyota,Camry,2023,36933,23520,19398,4122,Lease,New,47,Sedan
Bay Area Toyota,CA,2024-09-20,Toyota,Prius,2016,44779,27940,22945,4995,Cash,New,53,Hatchback
Austin Toyota,TX,2023-12-11,Toyota,Tundra,2012,34049,17187,16254,932,Cash,New,22,Truck
Toyota of Manhattan,NY,2023-02-11,Toyota,Tacoma,2011,56975,10229,8378,1850,Loan,New,41,Truck
San Diego Toyota,CA,2022-10-24,Toyota,Prius,2014,68866,25674,21525,4149,Loan,New,59,Hatchback
Toyota of Manhattan,NY,2022-08-07,Toyota,Highlander,2018,5649,35584,31617,3967,Loan,New,45,SUV
Toyota of Houston,TX,2023-11-12,Toyota,Tundra,2017,68411,32274,26909,5365,Loan,New,46,Truck
Toyota of Manhattan,NY,2022-02-11,Toyota,Rav4,2014,71612,22112,17879,4233,Loan,Returning,17,SUV
Queens Toyota,NY,2024-01-09,Toyota,Corolla,2024,36966,36976,30669,6307,Loan,New,58,Sedan
San Diego Toyota,CA,2022-10-18,Toyota,Prius,2011,71190,18117,14780,3337,Lease,New,45,Hatchback
Austin Toyota,TX,2022-12-24,Toyota,Prius,2022,20668,35030,29784,5245,Loan,New,31,Hatchback
Toyota of Manhattan,NY,2024-06-12,Toyota,Rav4,2015,60408,23317,20305,3012,Loan,New,45,SUV
Austin Toyota,TX,2024-08-11,Toyota,Highlander,2024,64582,30767,25839,4927,Loan,New,31,SUV
San Diego Toyota,CA,2016-06-18,Toyota,Rav4,2019,71494,21022,19806,1216,Loan,New,29,SUV
Toyota of Houston,TX,2021-05-21,Toyota,Rav4,2012,66359,21932,18675,3257,Loan,Returning,73,SUV
Bay Area Toyota,CA,2023-02-25,Toyota,Prius,2022,22798,32527,27472,5055,Loan,New,43,Hatchback
Toyota of Los Angeles,CA,2020-08-22,Toyota,Highlander,2019,48477,18737,15685,3051,Loan,New,33,SUV
Dallas Toyota,TX,2015-09-03,Toyota,Rav4,2011,87258,18055,15173,2881,Loan,New,32,SUV
Toyota of Houston,TX,2017-12-15,Toyota,Camry,2012,49688,17913,14416,3496,Loan,New,31,Sedan
Dallas Toyota,TX,2019-08-28,Toyota,Prius,2017,64902,33029,26721,6308,Loan,New,39,Hatchback
Austin Toyota,TX,2024-12-14,Toyota,Rav4,2024,4743,33115,30245,2870,Cash,New,25,SUV
Bay Area Toyota,CA,2022-03-12,Toyota,Camry,2012,73859,17451,15740,1711,Loan,New,30,Sedan
Toyota of Manhattan,NY,2017-05-09,Toyota,Rav4,2012,55011,20806,19564,1241,Loan,Returning,51,SUV
San Diego Toyota,CA,2020-07-22,Toyota,Tundra,2012,87268,16841,14600,2241,Cash,New,26,Truck
Toyota of Los Angeles,CA,2015-08-16,Toyota,Corolla,2020,85618,29113,27475,1637,Loan,New,16,Sedan
Austin Toyota,TX,2015-12-13,Toyota,Tundra,2018,72536,32410,26768,5641,Loan,Returning,41,Truck
Dallas Toyota,TX,2015-08-23,Toyota,Prius,2017,63453,23791,19083,4708,Loan,New,36,Hatchback
Toyota of Manhattan,NY,2016-02-21,Toyota,Prius,2023,44218,22408,18899,3508,Loan,Returning,42,Hatchback
Dallas Toyota,TX,2017-02-22,Toyota,Highlander,2011,56059,27869,24543,3325,Loan,New,56,SUV
Toyota of Los Angeles,CA,2015-06-21,Toyota,Corolla,2020,53391,20663,17677,2986,Cash,New,56,Sedan
San Diego Toyota,CA,2022-05-11,Toyota,Rav4,2022,47515,33907,30880,3027,Loan,New,50,SUV
Toyota of Houston,TX,2024-08-19,Toyota,Highlander,2012,101363,11745,10904,840,Loan,Returning,29,SUV
San Diego Toyota,CA,2023-05-05,Toyota,Prius,2017,63003,16832,15178,1654,Loan,New,53,Hatchback
Toyota of Los Angeles,CA,2023-10-06,Toyota,Tacoma,2011,75462,10048,8376,1671,Cash,New,48,Truck
Queens Toyota,NY,2015-07-18,Toyota,Prius,2020,57456,26341,22596,3744,Loan,Returning,60,Hatchback
Bay Area Toyota,CA,2022-09-22,Toyota,Prius,2019,29898,27518,23260,4257,Cash,New,37,Hatchback
Austin Toyota,TX,2021-08-26,Toyota,Rav4,2020,48073,27210,23345,3864,Loan,New,4,SUV
Toyota of Houston,TX,2023-09-28,Toyota,Highlander,2012,61779,23294,22055,1239,Cash,Returning,39,SUV
Toyota of Los Angeles,CA,2020-02-08,Toyota,Camry,2021,39530,29076,27278,1797,Loan,New,63,Sedan
Toyota of Los Angeles,CA,2020-05-15,Toyota,Prius,2022,43201,34220,29049,5170,Loan,New,47,Hatchback
Brooklyn Toyota,NY,2015-11-20,Toyota,Rav4,2018,40286,29686,26780,2905,Lease,New,23,SUV
Dallas Toyota,TX,2017-06-03,Toyota,Highlander,2018,59746,20030,18503,1526,Loan,New,41,SUV
Toyota of Los Angeles,CA,2022-01-11,Toyota,Corolla,2013,75944,18252,14946,3306,Lease,New,44,Sedan
Toyota of Houston,TX,2015-11-01,Toyota,Prius,2020,44862,21611,19830,1781,Loan,New,29,Hatchback
Toyota of Manhattan,NY,2020-03-20,Toyota,Corolla,2022,18134,28422,23114,5308,Loan,New,53,Sedan
San Diego Toyota,CA,2019-11-12,Toyota,Tacoma,2014,92722,30893,24965,5927,Loan,New,49,Truck
Bay Area Toyota,CA,2024-12-20,Toyota,Tundra,2017,21710,29932,28293,1638,Loan,New,27,Truck
Austin Toyota,TX,2020-04-15,Toyota,Rav4,2019,57449,17650,16181,1468,Cash,New,22,SUV
Queens Toyota,NY,2024-08-09,Toyota,Tacoma,2017,39569,31723,29024,2699,Loan,New,54,Truck
Brooklyn Toyota,NY,2016-06-04,Toyota,Tacoma,2022,0,38381,32777,5604,Loan,New,44,Truck
Dallas Toyota,TX,2019-06-04,Toyota,Highlander,2014,54878,20337,18308,2028,Cash,Returning,36,SUV
Brooklyn Toyota,NY,2019-01-23,Toyota,Highlander,2015,53705,24584,19715,4868,Cash,New,37,SUV
Bay Area Toyota,CA,2015-01-05,Toyota,Corolla,2014,57012,20162,17861,2300,Loan,New,48,Sedan
Austin Toyota,TX,2023-11-06,Toyota,Tacoma,2012,32048,19926,16830,3095,Loan,New,44,Truck
Bay Area Toyota,CA,2017-12-24,Toyota,Camry,2021,45609,29511,23697,5814,Loan,New,6,Sedan
Austin Toyota,TX,2015-07-07,Toyota,Prius,2023,36057,34603,31712,2891,Lease,New,31,Hatchback
Toyota of Manhattan,NY,2022-08-11,Toyota,Tundra,2013,50915,22409,20211,2197,Loan,Returning,36,Truck
Toyota of Manhattan,NY,2023-02-21,Toyota,Corolla,2022,41536,33049,27348,5700,Loan,New,29,Sedan
Queens Toyota,NY,2019-08-07,Toyota,Rav4,2024,37971,33633,27223,6410,Loan,New,22,SUV
Toyota of Los Angeles,CA,2015-07-14,Toyota,Tacoma,2021,24388,38043,30859,7183,Loan,New,22,Truck
Toyota of Los Angeles,CA,2021-07-25,Toyota,Prius,2023,61114,36371,34266,2104,Loan,Returning,41,Hatchback
Brooklyn Toyota,NY,2017-10-23,Toyota,Tacoma,2017,38036,24620,20005,4615,Loan,New,71,Truck
Toyota of Los Angeles,CA,2015-08-15,Toyota,Corolla,2010,97672,10390,8487,1902,Loan,Returning,52,Sedan
Austin Toyota,TX,2022-12-01,Toyota,Tacoma,2012,49868,24215,21334,2880,Loan,New,50,Truck
Toyota of Manhattan,NY,2020-01-09,Toyota,Prius,2014,53121,22066,20433,1632,Cash,New,41,Hatchback
Queens Toyota,NY,2016-11-07,Toyota,Tundra,2015,18065,27058,23620,3438,Lease,Returning,41,Truck
Dallas Toyota,TX,2020-12-22,Toyota,Camry,2021,18467,29605,27243,2362,Loan,Returning,49,Sedan
Toyota of Manhattan,NY,2015-05-27,Toyota,Rav4,2024,0,31637,26399,5237,Loan,New,31,SUV
Queens Toyota,NY,2015-02-05,Toyota,Tacoma,2019,87145,21429,18745,2684,Loan,New,51,Truck
Toyota of Houston,TX,2020-10-10,Toyota,Prius,2014,42426,21980,20241,1739,Loan,New,16,Hatchback
Dallas Toyota,TX,2018-11-18,Toyota,Rav4,2011,99080,17827,16796,1030,Cash,New,36,SUV
Toyota of Manhattan,NY,2017-09-11,Toyota,Tacoma,2019,57110,33204,31312,1891,Loan,Returning,32,Truck
Brooklyn Toyota,NY,2017-08-08,Toyota,Corolla,2010,54453,19500,17100,2399,Loan,New,26,Sedan
Brooklyn Toyota,NY,2022-07-19,Toyota,Tundra,2014,76037,22613,20118,2494,Loan,New,55,Truck
Dallas Toyota,TX,2018-03-21,Toyota,Tundra,2018,88262,27373,24845,2527,Cash,Returning,26,Truck
Toyota of Manhattan,NY,2017-01-11,Toyota,Tacoma,2016,53953,19795,16183,3611,Loan,New,35,Truck
Bay Area Toyota,CA,2020-01-28,Toyota,Tacoma,2011,53269,22436,18380,4055,Loan,Returning,67,Truck
Austin Toyota,TX,2018-02-19,Toyota,Tundra,2010,106494,19896,17833,2062,Lease,New,31,Truck
Dallas Toyota,TX,2018-03-16,Toyota,Rav4,2017,51881,22899,19995,2904,Loan,New,30,SUV
Toyota of Los Angeles,CA,2022-03-25,Toyota,Camry,2013,32862,25895,23688,2207,Loan,New,25,Sedan
Bay Area Toyota,CA,2017-02-12,Toyota,Highlander,2013,121891,15297,13408,1888,Loan,Returning,30,SUV
Austin Toyota,TX,2016-10-27,Toyota,Highlander,2021,56381,29958,26091,3866,Loan,New,31,SUV
Bay Area Toyota,CA,2016-09-02,Toyota,Tacoma,2020,72538,26913,24328,2584,Loan,New,43,Truck
Queens Toyota,NY,2015-06-12,Toyota,Prius,2018,84296,25093,22322,2771,Cash,Returning,50,Hatchback
San Diego Toyota,CA,2022-12-24,Toyota,Rav4,2020,40777,25489,23358,2131,Loan,New,14,SUV
San Diego Toyota,CA,2020-09-07,Toyota,Tacoma,2024,48371,36108,31868,4240,Loan,Returning,57,Truck
Toyota of Manhattan,NY,2016-12-13,Toyota,Camry,2010,89980,22168,20176,1991,Loan,New,15,Sedan
Austin Toyota,TX,2019-12-16,Toyota,Highlander,2024,18268,34691,32347,2343,Loan,New,30,SUV
Dallas Toyota,TX,2016-10-01,Toyota,Highlander,2024,40256,26338,24328,2009,Lease,New,59,SUV
Bay Area Toyota,CA,2021-01-04,Toyota,Rav4,2016,100050,22941,19181,3759,Lease,New,48,SUV
Dallas Toyota,TX,2018-11-18,Toyota,Camry,2014,36734,22202,18592,3609,Loan,New,47,Sedan
Bay Area Toyota,CA,2020-06-07,Toyota,Highlander,2022,56075,31439,29454,1985,Lease,New,71,SUV
Toyota of Manhattan,NY,2023-11-02,Toyota,Tundra,2017,58507,19801,18724,1076,Cash,New,59,Truck
Queens Toyota,NY,2015-06-27,Toyota,Camry,2014,62516,15644,13524,2119,Lease,New,29,Sedan
San Diego Toyota,CA,2018-11-07,Toyota,Tacoma,2024,66419,31433,25405,6027,Loan,Returning,39,Truck
Bay Area Toyota,CA,2018-04-01,Toyota,Prius,2020,50171,27163,22159,5004,Loan,Returning,67,Hatchback
Toyota of Los Angeles,CA,2017-11-06,Toyota,Highlander,2019,46822,30828,26853,3975,Loan,Returning,54,SUV
Brooklyn Toyota,NY,2024-10-20,Toyota,Rav4,2016,111592,21189,17608,3580,Cash,New,69,SUV
Queens Toyota,NY,2019-04-06,Toyota,Rav4,2013,64245,24072,22382,1690,Lease,New,50,SUV
Bay Area Toyota,CA,2015-09-23,Toyota,Tundra,2018,77562,27056,22144,4911,Loan,New,24,Truck
Austin Toyota,TX,2015-03-26,Toyota,Camry,2023,31726,31296,27291,4005,Loan,New,61,Sedan
Bay Area Toyota,CA,2020-10-16,Toyota,Highlander,2014,70570,26262,23844,2417,Cash,New,35,SUV
Brooklyn Toyota,NY,2023-08-20,Toyota,Rav4,2022,53215,24185,21475,2710,Loan,Returning,47,SUV
Brooklyn Toyota,NY,2019-11-22,Toyota,Tundra,2018,33105,31099,26645,4454,Loan,New,53,Truck
Dallas Toyota,TX,2015-02-10,Toyota,Corolla,2020,71648,27051,22499,4551,Loan,New,52,Sedan
Toyota of Manhattan,NY,2016-11-07,Toyota,Highlander,2020,53457,27638,24173,3464,Loan,New,26,SUV
Dallas Toyota,TX,2021-04-15,Toyota,Highlander,2020,69269,26025,23792,2232,Lease,New,47,SUV
Toyota of Manhattan,NY,2020-04-28,Toyota,Tacoma,2011,45033,19372,17684,1687,Lease,New,54,Truck
Toyota of Los Angeles,CA,2022-09-11,Toyota,Tacoma,2024,22820,38298,32327,5971,Cash,New,50,Truck
Dallas Toyota,TX,2015-01-16,Toyota,Tacoma,2019,36523,27815,24634,3180,Loan,Returning,79,Truck
Toyota of Manhattan,NY,2020-05-15,Toyota,Tacoma,2018,57007,21117,19047,2070,Loan,Returning,26,Truck
Toyota of Los Angeles,CA,2019-05-16,Toyota,Camry,2014,105784,23425,20537,2888,Cash,New,64,Sedan
Bay Area Toyota,CA,2017-04-05,Toyota,Highlander,2017,40359,25644,20960,4684,Loan,New,52,SUV
Toyota of Manhattan,NY,2017-06-04,Toyota,Tacoma,2020,56986,27914,26391,1522,Loan,New,36,Truck
Toyota of Houston,TX,2019-03-26,Toyota,Rav4,2024,0,35961,32159,3801,Loan,New,2,SUV
Toyota of Manhattan,NY,2015-08-04,Toyota,Tacoma,2023,46112,28976,27469,1506,Loan,New,28,Truck
Dallas Toyota,TX,2022-07-05,Toyota,Highlander,2017,90135,19478,16253,3224,Loan,New,40,SUV
Brooklyn Toyota,NY,2016-08-16,Toyota,Prius,2021,63862,16253,15376,877,Loan,Returning,28,Hatchback
Brooklyn Toyota,NY,2023-12-25,Toyota,Highlander,2013,125461,16584,13463,3120,Cash,New,52,SUV
Brooklyn Toyota,NY,2022-03-12,Toyota,Tacoma,2016,53132,24448,20378,4070,Loan,New,43,Truck
Brooklyn Toyota,NY,2024-12-10,Toyota,Rav4,2017,40498,23795,19387,4408,Loan,New,31,SUV
Toyota of Los Angeles,CA,2016-08-22,Toyota,Rav4,2019,67476,30398,28182,2216,Cash,New,32,SUV
Toyota of Houston,TX,2015-09-03,Toyota,Tundra,2024,20192,32312,27840,4472,Loan,New,36,Truck
Bay Area Toyota,CA,2017-02-12,Toyota,Rav4,2018,99117,21061,17211,3849,Cash,Returning,39,SUV
Bay Area Toyota,CA,2020-07-13,Toyota,Rav4,2011,85531,22968,19945,3022,Cash,New,48,SUV
Austin Toyota,TX,2019-11-11,Toyota,Camry,2013,77261,20807,19495,1312,Loan,New,35,Sedan
Brooklyn Toyota,NY,2021-01-05,Toyota,Tacoma,2013,62777,23558,20847,2711,Loan,New,27,Truck
San Diego Toyota,CA,2022-03-05,Toyota,Corolla,2019,47521,26230,24258,1972,Cash,New,32,Sedan
Bay Area Toyota,CA,2018-01-27,Toyota,Tundra,2012,72036,16109,13542,2567,Loan,New,51,Truck
Brooklyn Toyota,NY,2019-01-28,Toyota,Corolla,2018,48485,23401,19102,4298,Loan,New,7,Sedan
Queens Toyota,NY,2017-09-19,Toyota,Rav4,2012,57436,14261,12448,1812,Cash,Returning,27,SUV
Brooklyn Toyota,NY,2015-10-24,Toyota,Corolla,2024,63359,24819,20964,3855,Cash,New,55,Sedan
Brooklyn Toyota,NY,2023-05-26,Toyota,Highlander,2013,36783,22914,20031,2882,Loan,New,39,SUV
Queens Toyota,NY,2021-05-20,Toyota,Tundra,2019,61165,25779,20912,4866,Cash,New,52,Truck
Austin Toyota,TX,2023-06-17,Toyota,Prius,2022,41400,20153,16667,3485,Loan,New,45,Hatchback
Austin Toyota,TX,2022-08-10,Toyota,Rav4,2011,107218,15988,14267,1721,Cash,Returning,48,SUV
Queens Toyota,NY,2017-04-20,Toyota,Rav4,2016,67203,15433,13464,1968,Loan,Returning,50,SUV
